U,V
3617,5397
3635,5492
3644,5580
3642,5635
3629,5681
3605,5692
3570,5658
3524,5635
3467,5514
3400,5440
3324,5266
3240,5104
3148,4925
3052,4727
2951,4514
2848,4478
2745,4173
2642,4111
2542,3949
2447,3769
2358,3596
2276,3413
2203,3284
2140,3095
2088,2962
2048,2768
2019,2642
2003,2516
2000,2400
2008,2372
2028,2261
2058,2130
2099,2024
2148,1992
2204,1903
2267,1862
2334,1800
2404,1781
2475,1774
2546,1801
2614,1882
2679,1949
2739,2112
2793,2289
2839,2494
2877,2696
2905,2957
2924,3099
2934,3278
2933,3401
2922,3494
2902,3543
2873,3575
2836,3570
2792,3557
2743,3517
2689,3474
2632,3411
2573,3366
2514,3284
2457,3177
2403,3102
2352,2978
2308,2891
2270,2802
2239,2708
2218,2620
2205,2520
2201,2431
2208,2336
2223,2250
