U,V
4127,6305
4132,6348
4138,6334
4146,6348
4155,6334
4166,6334
4178,6334
4192,6319
4207,6348
4223,6305
4240,6319
4257,6334
4276,6305
4294,6319
4314,6334
4333,6334
4352,6319
4371,6319
4389,6319
4406,6305
4423,6348
4438,6305
4452,6319
4464,6319
4475,6305
4483,6319
4490,6305
4494,6319
4496,6319
4495,6305
4492,6348
4486,6305
4478,6306
4466,6319
4453,6305
4436,6334
4417,6305
4395,6305
4371,6305
4345,6334
4317,6343
4286,6291
4254,6319
4220,6305
4185,6319
4148,6341
4111,6319
4073,6334
4034,6305
3996,6319
3957,6339
3919,6305
3881,6319
3844,6305
3808,6238
3774,6181
3741,6127
3710,6009
3680,5920
3653,5834
3628,5775
3606,5658
3586,5624
3568,5547
3554,5503
3541,5450
3532,5429
3525,5408
3521,5346
3520,5336
3521,5346
3525,5336
3530,5356
3538,5367
3548,5377
3560,5397
3574,5450
3588,5492
3604,5503
3621,5547
3639,5580
3657,5624
3675,5692
3693,5727
3711,5787
3728,5835
3745,5883
3760,5946
3775,5983
3788,6035
3799,6087
3809,6100
3816,6127
3822,6167
3825,6180
3827,4906
3826,6222
3822,6194
3817,6194
3808,6180
3798,6140
3785,6140
3771,6100
3754,6074
3735,6035
3714,5983
3692,5933
3668,5871
3642,5798
3616,5716
3588,5658
3560,5591
3531,5503
3502,5429
3473,5346
3444,5246
3416,5179
3388,5094
3361,4986
3334,4925
3309,4848
3285,4750
3263,4679
3242,4603
3223,4542
3206,4478
3191,4429
3177,4366
3166,4326
3156,4293
3149,4248
3143,4222
3139,4210
3137,4178
3137,4178
3139,4178
3142,4172
3146,3428
3151,4172
3157,4178
3164,4197
3172,4222
3180,4254
3188,4273
3197,4306
3205,4333
3212,4360
3219,4380
3225,4408
3230,4429
3234,4443
3236,4478
3237,4464
3236,4485
3234,4471
3229,4471
3223,4478
3215,4450
3204,4436
3192,4415
3177,4373
3161,4340
3142,4293
3122,4248
3100,4191
3076,4123
3051,4052
3025,4000
2997,3928
2969,3863
2940,3785
2910,3720
2880,3652
2850,3582
2821,3524
2791,3472
2763,3400
2736,3340
2710,3269
2685,3213
2662,3152
2641,3080
2622,3017
2606,2969
2592,2917
2581,2860
2572,2814
2567,2784
2564,2738
2565,2714
2569,2688
2576,2675
2586,2672
2599,2673
2615,2683
2635,2701
2657,2730
2682,2770
2710,2823
2740,2860
2772,2938
2807,3014
2843,3086
2881,3195
2921,3277
2961,3409
3003,3506
3045,3642
3088,3785
3130,3922
3173,4058
3215,4191
3256,4340
3297,3641
3336,4595
3374,4726
3411,4857
3446,4968
3479,5104
3510,5208
3539,5306
3566,5397
3591,5460
3613,5525
3633,5569
3650,5658
3666,5704
3679,5739
3689,5798
3698,5846
3705,5846
3710,5908
3713,5908
3714,5920
3714,5921
3713,5958
3711,5946
3708,5920
3704,5896
3700,5920
3696,5883
3692,4673
3688,5859
3684,5846
3681,5834
3678,5835
3677,5810
3676,5822
3677,5810
3679,5786
3682,5810
3687,5835
3694,5822
3702,5846
3711,5859
3722,5920
3735,5920
3749,5946
3765,5983
3782,6022
3800,6061
3819,6113
3839,6180
3860,6236
3882,6277
3904,6319
3926,6348
3949,6319
3971,6348
3992,6334
4013,6319
4033,6348
4053,6334
4070,6334
4087,6305
4101,6319
4114,6319
4125,6334
4134,4981
4140,6305
4144,6348
4146,6334
4145,6291
4141,6319
4135,6291
4126,6305
4115,6334
4101,6305
4084,6319
4066,6319
4044,6319
4021,6319
3996,6319
3969,6305
3940,6306
3910,6319
3878,6319
3846,6319
3813,4951
3779,6153
3745,6100
3711,6009
3678,5933
3645,5859
3613,5739
3581,5635
3552,5547
3523,5471
3497,5397
3472,5316
3449,5237
3429,5169
3411,5104
3395,5040
3382,4977
3372,4942
3364,4908
3359,4899
3357,4873
3358,4848
3361,4857
3367,4857
3375,4857
3386,4899
3399,4908
3414,4951
3431,4986
3449,5022
3469,5104
3490,5150
3513,5217
3536,5266
3560,5346
3583,5408
3607,5471
3631,4422
3654,5602
3677,5658
3699,5739
3719,5786
3739,5859
3756,5920
3773,5971
3787,6035
3799,6087
3809,6113
3817,6100
3822,6140
3826,6180
3827,6194
3825,6208
3821,6208
3815,6194
3807,6153
3797,6140
3784,6113
3770,6100
3754,4805
3736,6035
3717,5971
3697,5933
3675,5871
3653,5810
3630,5727
3607,5693
3584,5613
3561,5569
3538,5492
3515,5439
3493,5346
3472,5296
3452,5237
3434,5189
3416,5113
3401,4088
3387,5022
3374,4960
3364,4933
3355,4882
3348,4848
3344,4823
3341,4815
3340,4799
3341,4791
3344,4790
3348,4799
3354,4799
3362,4840
3371,4848
3381,4873
3392,4916
3404,4925
3417,4960
3430,5022
3443,5058
3456,5085
3469,5151
3481,5160
3493,5208
3504,5237
3514,5286
3523,5306
3531,5346
3536,5366
3541,5377
3543,5398
3544,5408
3542,5408
3539,5418
3533,5408
3526,5408
3516,5366
3504,5346
3491,5316
3475,5286
3457,5227
3438,5189
3417,5141
3395,5076
3372,5004
3347,4951
3322,4865
3296,4799
3269,4718
3243,4633
3217,4565
3190,4457
3165,4380
3141,4326
3117,4248
3095,4172
3074,4105
3056,4034
3039,3994
3025,3927
3013,3884
3003,3842
2996,3815
2992,3780
2991,3760
2993,3740
2999,3745
3007,3745
3018,3760
3032,3790
3050,3826
3070,3858
3094,3916
3120,3977
3148,4058
3179,4154
3213,4242
3248,4333
3285,4450
3324,4565
3365,4679
3406,4807
3449,4934
3492,5067
3535,5217
3579,5336
3623,5471
3666,5591
3708,5704
3750,5798
3790,5958
3829,6061
3867,6181
3903,6249
3937,6319
3969,6362
3999,6334
4027,6319
4052,6305
4075,6319
4096,6348
4114,6334
4130,6319
4143,6305
4154,6348
4163,6305
4170,6319
4175,6319
4178,6334
4179,6319
4179,6305
4177,6319
4174,6319
4171,6319
4166,6334
4161,6319
4155,6334
4150,6334
4144,6305
4139,6319
4134,6334
4129,6319
4126,6334
4123,6319
4122,6319
4122,6319
4123,6319
4125,6334
4129,6305
4134,6319
4141,6291
4149,6319
4159,6319
4170,6319
4183,6334
4197,6319
4212,6319
4228,6319
4246,6319
4263,6334
4282,6319
4301,6334
4320,6319
4339,6319
4358,6319
4377,6305
4395,6319
4412,3134
4428,6305
4443,6319
4456,6291
4468,6306
4478,6334
4486,6305
4491,6319
4495,6305
4496,6319
4494,6319
4490,6305
4484,6305
4474,6305
4462,6319
4447,6319
4430,6305
4410,6305
4387,6319
4363,6305
4336,6291
4306,6277
4275,6291
4242,6291
4208,6277
4172,6306
4136,6305
4098,6291
4060,4951
4021,6291
3982,6305
3944,6319
3906,6277
3868,6306
3832,6277
3796,6208
3762,6140
3730,6048
3699,5945
3671,5859
3644,5763
3620,5681
3599,5647
3579,5558
3563,5514
3549,5482
3538,5429
3529,5398
3524,5367
3521,5346
3520,5346
3522,5346
3526,5326
3533,5326
3542,5346
3552,5387
3565,5335
3578,5408
3594,5450
3610,5514
3627,5558
3645,5591
3663,5635
3681,5693
3699,5739
3717,5786
3734,5834
3750,5896
3765,5958
3779,5996
3792,6035
3802,6074
3811,6113
3818,6127
3823,6153
3826,6194
3827,6194
3825,6194
3821,6194
3814,6180
3805,6140
3794,6153
3781,6113
3765,6061
3747,6035
3728,5996
3706,5920
3683,5871
3659,5822
3633,5739
3606,5669
3579,5613
3550,5525
3521,5439
3492,5367
3463,5286
3435,5208
3406,5113
3378,5031
3351,4934
3326,4873
3301,4791
3277,4718
3256,4625
3235,4565
3217,4485
3200,4436
3186,4387
3173,4346
3162,4300
3153,4260
3146,4216
3142,4203
3138,4185
3137,4178
3138,4178
3139,4178
3143,4185
3147,4178
3153,4172
3160,4185
3167,4203
3175,4229
3183,4261
3191,4280
3199,4306
3207,4326
3215,4373
3221,4394
3227,4408
3232,4422
3235,4450
3237,4457
3237,4464
3236,4478
3232,4478
3227,4478
3220,4450
3211,4436
3200,4415
3187,4380
3172,4346
3154,4300
3135,4254
3114,4216
3092,4147
4240,4099
4269,4395
4287,5287
4294,6100
4291,6277
4276,6348
4250,6348
4213,6319
4166,6334
4110,6334
4046,6340
3974,6348
3897,6348
3817,6348
3733,6249
3649,6048
3566,5823
3485,5613
3409,5356
3338,5132
3275,4916
3220,4726
3175,4565
3141,4387
3118,4267
3107,4172
3108,4117
3120,4099
3145,4093
3181,4147
3227,4228
3283,4360
3348,4514
3419,4718
3496,4925
3578,5169
3661,5387
3746,5647
3830,5859
3911,6140
3989,6277
4061,6319
4126,6348
4183,6319
4232,6319
4271,6362
4299,6334
4318,6348
4325,6319
4323,4981
4310,6362
4288,6305
4258,6319
4220,6319
4176,6319
4126,6319
4073,6305
4018,4996
3962,6305
3907,6305
3854,6334
3805,6249
3760,6181
3722,6061
3690,5946
3666,5834
3651,5786
3645,5704
3647,5692
3659,5681
3679,5704
3707,5739
3743,5834
3785,5920
3833,6035
3885,6167
3940,6277
3997,6306
4053,6334
4109,6305
4161,6319
4210,6319
4252,6334
4288,6334
4317,6319
4336,6319
4346,6305
4346,6334
4336,6319
4315,6305
4284,6319
4244,6305
4194,6319
4136,6319
4070,6305
3999,6306
3922,6305
3842,6319
3759,6263
3677,6074
3595,5883
3516,5647
3441,5418
3371,5217
3307,4986
3252,4790
3205,4633
3167,4471
3139,4333
3121,4241
3113,4160
3115,4117
3127,4099
3147,4105
3175,4141
3210,4210
3251,4306
3295,4443
3343,4565
3392,4711
3441,4848
3487,5013
3530,5150
3568,5296
3600,5398
3624,5514
3639,5569
3644,5624
3639,5658
3623,5658
3596,5635
3557,5591
3508,5503
3447,5377
3378,5208
3299,5032
3212,4823
3119,4588
3021,4367
2919,4154
2816,3927
2713,3740
2611,3537
2512,3372
2419,3145
2332,2938
2253,2776
2183,2557
2123,2479
2075,2227
2038,2038
2013,1934
2001,1797
2001,1705
2013,1580
2036,1493
2070,1415
2113,1301
2164,1125
2223,1113
2287,1190
2355,1186
2426,1290
2497,1413
2567,1638
2635,1880
2698,2119
2756,2358
2808,2599
2852,2849
2887,3053
2912,3210
2928,3348
2934,3446
2930,3506
2917,3532
2894,3546
2862,3528
2823,3493
2777,3459
2726,3384
2671,3293
2614,3199
2555,3100
2496,2985
2440,2855
2387,2743
2338,2599
2295,2475
2259,2347
2232,2298
2213,2114
2203,2059
2202,1711
2212,1865
2230,1783
2258,1714
2295,1667
2339,1654
2390,1668
2447,1718
2509,1809
2574,1935
2640,2085
2707,2254
2772,2467
2835,2725
2894,2966
2948,3129
2995,3380
3034,3573
3065,3730
3087,3857
3100,3949
3103,4011
3096,4052
3080,4058
3054,4028
3021,3994
2980,3916
2932,3847
2880,3765
2823,3647
2764,3564
2704,3446
2645,3328
2587,3213
2534,3097
2485,2969
2442,2834
2407,2727
2381,2594
2363,2486
2356,2387
2359,2297
2373,2291
2397,2180
2431,2201
2475,2148
2528,2176
2589,2278
2656,2328
2729,2462
2807,2658
2887,2841
2967,3094
3048,3392
3126,3685
3200,3939
3269,4197
3332,4450
3387,4671
3432,4873
3468,5022
3494,5169
3508,5237
3512,5296
3504,5326
3486,5326
3457,5306
3419,5237
3373,5141
3319,4995
3259,4840
3195,4695
3128,4514
3059,4340
2991,4166
2926,3989
2864,3863
2807,3720
2758,3586
2716,3463
2685,3336
2663,3243
2653,3152
2654,3080
2668,3017
2694,2985
2731,2979
2781,3004
2841,3056
2911,3142
2989,3300
3076,3528
3168,3785
3266,4040
3366,4360
3468,4695
3570,5031
3669,5346
3766,5624
3857,5933
3942,6167
4020,6291
4089,6362
4148,6348
4198,6362
4237,6348
4266,6348
4284,6334
4292,6348
4291,6348
4281,6342
4263,6362
4238,6334
4208,6348
4174,6319
4137,6348
4098,6334
4060,4996
4024,6334
3991,6334
3962,6319
3939,6319
3922,6348
3913,6334
3912,6319
3920,6348
3937,6305
3963,5012
3997,6348
4040,6348
4090,6319
4148,6334
4211,6362
4278,6319
4349,6319
4422,6319
4496,4981
4569,6319
4639,6319
4705,6334
4766,6319
4821,6305
4868,6319
4907,6319
4936,6319
4955,6319
4964,6305
4962,6319
4950,6305
4929,6334
4897,6305
4857,6319
4809,6319
4754,6319
4694,6319
4630,6305
4563,6306
4494,6319
4427,6305
4361,6306
4298,6319
4241,6277
4189,6291
4145,6291
4109,6305
4081,6291
4063,6305
4056,6319
4058,6291
4069,6291
4091,6319
4121,6277
4159,6305
4204,6306
4255,6305
4311,6305
4370,6306
4430,6291
4491,6305
4550,6291
4605,6306
4656,6291
4701,6291
4738,6305
4767,6277
4786,6291
4794,6277
4792,6277
4778,4953
4753,6305
4716,6291
4669,6305
4611,6291
4544,6277
4469,6291
4386,6291
4298,6263
4205,6291
4110,6291
4014,6291
3919,6277
3827,6291
3739,6208
3657,6035
3581,5786
3515,5613
3458,5387
3412,5208
3377,5067
3354,4951
3344,4857
3345,4799
3358,4799
3382,4790
3417,4857
3462,4942
3515,5085
3576,5217
3642,5397
3713,5569
3786,5739
3860,5983
3934,6127
4005,6249
4073,6291
4135,6277
4191,6319
4239,6291
4279,6291
4309,6291
4330,6278
4340,6306
4340,6291
4330,6263
4310,4981
4281,6305
4245,6306
4201,6277
4151,6263
4096,6306
4038,6319
3978,6263
3918,6277
3859,6305
3803,6222
3750,6100
3703,5983
3662,5883
3629,5763
3604,5635
3588,5558
3581,5503
3584,5471
3595,5471
3616,5503
3646,5558
3683,5591
3728,5681
3778,5810
3833,5945
3892,6100
3952,6222
4013,6277
4073,6291
4131,6291
4185,6277
4234,6263
4277,6292
4312,6291
4338,6263
4356,6305
4364,6243
4363,6263
4351,6263
4330,6291
4299,6263
4260,6305
4212,6291
4158,6291
4098,6277
4033,6306
3965,6263
3895,6277
3826,6277
3757,6180
3692,6022
3631,5871
3576,5681
3527,5525
3487,5387
3456,5256
3434,5160
3422,5076
3421,5031
3430,5004
3449,5022
3477,5067
3515,5135
3561,5160
3614,5336
3673,5482
3736,5658
3802,5810
3870,6009
3937,6180
4003,6277
4065,6278
4122,6277
4173,6291
4217,6291
4251,6277
4276,6277
4291,6263
4294,6291
4287,6306
4268,6291
4238,6277
4198,6291
4148,6249
4089,6277
4022,6263
3948,6277
3870,6291
3788,6250
3704,6127
3620,5933
3537,5763
3458,5492
3384,5276
3315,5040
3255,4824
3204,4633
3162,4478
3132,4346
3113,4222
3106,4123
3111,4070
3128,4058
3156,4076
3196,4117
3246,4216
3305,4353
3372,4506
3445,4710
3524,4925
3606,5198
3691,5377
3775,5624
3858,5871
3939,6100
4014,6236
4084,6291
4147,6263
4201,6277
4246,6277
4282,6263
4307,6306
4321,6277
4326,6277
4319,6306
4304,6277
4279,6291
4246,6305
4205,6263
4159,6263
4108,4965
4054,6277
3999,6278
3943,6291
3888,6277
3836,4950
3789,6208
3746,6113
3710,5996
3681,5896
3660,5786
3648,5727
3644,5658
3650,5647
3665,5635
3688,5658
3718,5716
3757,5786
3801,5908
3850,6022
3904,6100
3959,6236
4016,6263
4073,6249
4127,6277
4179,6277
4225,6249
4266,6263
4299,6277
4324,6263
4341,6277
4347,6291
4344,6263
4330,6249
4306,4951
4272,6263
4228,6263
4175,6263
4114,6277
4046,6263
3973,6263
3895,6277
3814,6263
3731,6140
3648,5996
3567,5763
3489,5569
3416,5336
3348,5132
3287,4916
3234,4742
3191,4542
3156,4415
3132,4267
3117,4191
3113,4123
3118,4087
3133,4058
3156,4076
3186,4129
3223,4191
3266,4300
3312,4422
3360,4557
3409,4718
3457,4882
3503,5022
3544,5151
3580,5306
3609,5397
3630,5503
3642,5569
3644,5591
3635,5635
3615,5624
3584,5580
3541,5503
3488,5418
3424,5276
3351,5131
3270,4925
3181,4734
3086,4499
2986,4274
2884,4040
2780,3868
2677,3681
2576,3485
2479,3262
2388,3076
2304,2875
2227,2706
2161,2533
2105,2347
2061,2167
2028,2072
2008,1928
2000,1790
2004,1664
2019,1580
2046,1460
2084,1384
2130,1310
2184,1242
2245,1199
2310,1190
2379,1225
2450,1306
2521,1497
2591,1650
2657,1934
2719,2201
2775,2419
2824,2704
2865,2884
2897,3073
2919,3254
2932,3364
2934,3446
2927,3506
2910,3532
2884,3532
2850,3515
2808,3467
2760,3413
2708,3348
2652,3254
2593,3163
2534,3053
2477,2932
2421,2832
2369,2696
2322,2584
2282,2456
2249,2332
2224,1930
2208,2147
2201,2022
2204,1882
2217,1832
2239,1780
2270,1715
2309,1673
2356,1662
2409,1679
2468,1733
2531,1829
2596,1970
2663,2160
2730,2322
2794,2534
2856,2394
2913,2973
2965,3228
3009,2863
3046,3591
3074,3745
3093,3873
3102,3955
3101,4011
3091,4040
3072,4034
3044,3309
3008,3960
2964,3878
2915,3805
2861,3720
2803,3623
2743,3519
2683,3404
2625,3296
2568,3163
2516,3033
2469,2929
2429,2800
2397,2673
2374,2561
2360,2460
2356,2359
2363,2273
2380,2272
2408,2170
2445,2192
2492,2146
2548,2188
2611,2293
2681,2351
2756,2488
2834,2691
2914,2873
2995,3185
3075,3442
3152,3720
3225,3995
3292,4254
3352,4499
3404,4718
3446,4899
3478,5049
3500,4148
3511,5246
3510,5306
3499,5306
3477,5296
3445,5246
3404,5169
3355,5067
3299,4942
3237,4782
3172,4587
3104,4422
3036,4261
2968,4075
2904,3911
2844,3775
2789,3633
2742,3502
2704,3400
2676,3277
2658,3181
2652,3100
2658,3030
2676,2985
2705,2957
2747,2960
2800,2988
2864,2593
2937,3156
3018,3344
3107,3546
3202,3847
3300,4111
3401,4429
3503,4750
3604,5076
3703,4319
3798,5681
3887,5971
3970,6222
4044,6291
4110,6306
4166,6348
4213,6319
4248,6319
4273,6334
4288,6319
4293,6319
4289,6305
4276,6319
4255,6319
4228,6305
4197,6277
4161,6306
4123,6291
4085,6277
4047,6291
4012,6277
3980,6291
3953,6263
3932,6277
3918,6277
3912,6249
3914,6277
3925,6239
3945,6263
3974,6263
4011,6291
4057,6263
4109,6291
4169,6277
4234,6249
4303,6291
4374,6291
4448,6263
4521,6291
4593,6263
4662,6263
4727,6263
4786,6277
4838,6263
4882,6278
4918,6291
4943,6263
4959,6249
4965,6263
4959,6263
4944,6249
4919,6263
4884,6263
4841,6249
4791,6263
4734,6249
4672,6249
4607,6263
4539,6277
4471,6263
4404,6249
4339,6263
4278,6277
4222,6263
4173,6263
4131,6249
4098,6249
4074,4950
4060,6236
4055,6277
4060,6222
4076,6250
4100,6277
4133,6222
4174,6222
4221,6236
4274,6250
4331,6236
4391,6236
4451,6277
4511,6222
4569,6236
4623,6249
4672,6246
4715,6235
4749,6222
4775,6236
4790,6236
4795,6249
4788,6236
4771,6236
4742,6263
4701,6222
4650,6249
4589,6249
4519,6222
4441,6222
4356,6263
4266,6236
4173,6249
4077,6236
3982,6236
3887,6222
3796,6236
3710,6137
3630,5896
3557,5704
3494,5492
3441,5286
3399,5113
3368,4986
3349,4873
3343,4791
3348,4750
3365,4742
3393,4774
3432,4848
3480,4951
3536,5067
3598,5237
3666,5397
3738,5558
3812,5763
3886,5971
3959,6167
4029,6222
4095,6236
4155,6277
4209,6236
4254,4924
4290,6263
4317,6236
4334,6249
4341,6236
4337,6263
4324,6222
4301,6222
4270,6222
4230,6236
4184,6222
4132,4922
4076,6236
4017,6236
3957,6222
3897,6236
3839,6222
3784,6167
3733,6074
3688,5920
3650,5763
3620,5669
3598,5535
3585,5536
3581,5471
3587,5450
3602,5439
3626,5461
3658,5536
3698,5569
3745,5658
3797,5798
3853,5933
3912,6074
3973,6194
4034,6222
4094,6222
4150,6222
4203,6236
4249,6222
4290,6194
4322,6222
4346,6222
4360,6222
4365,6208
4360,4908
4345,6222
4320,6236
4286,6208
4244,6208
4194,6208
4138,6236
4076,6208
4010,6208
3941,6222
3871,6236
3802,6222
3735,6087
3671,5908
3611,5739
3558,5591
3513,5429
3475,5286
3447,5160
3429,5067
3420,5004
3423,4968
3435,4942
3457,4960
3489,5013
3530,5104
3578,5208
3634,5336
3694,5492
3759,5635
3825,5798
3893,5996
3960,6153
4025,6194
4085,6194
4141,6222
4189,6222
4230,6208
4261,6194
4282,4908
4293,6208
4293,6208
4282,6180
4259,6180
4225,6222
4182,6236
4128,6222
4066,6208
3997,6180
3922,6194
3842,6208
3759,6137
3675,5996
3591,5775
3510,5547
3432,5326
3359,5113
3294,4882
3236,4664
3188,4499
3150,4360
3124,4229
3109,4123
3106,4046
3115,4006
3136,4000
3169,4034
3212,4117
3265,4228
3327,4373
3396,4536
3472,4758
3552,4968
3635,5189
3720,5450
3804,5669
3886,5896
3965,6140
4039,6194
4107,6236
4166,6180
4218,6180
4260,6194
4292,6194
4313,6194
4324,6208
4325,6194
4315,6194
4296,6142
4268,6180
4232,6180
4190,6194
4142,6180
4090,6194
4035,6180
3979,6180
3924,6194
3870,6194
3819,6153
3773,6113
3733,5996
3699,5871
3673,5739
3655,5658
3646,5602
3645,5547
3654,5525
3672,5558
3697,5591
3731,5635
3771,5739
3817,5846
3868,5971
3923,6087
3979,6153
4036,6181
4092,6180
4145,6194
4195,6153
4240,6167
4278,6153
4309,6181
4331,6153
4344,6167
4347,6167
4340,6140
4323,6153
4295,6180
4257,6167
4210,6153
4155,6140
4091,6140
4021,6140
3946,6181
3867,6181
3785,6153
3702,5996
3620,5822
3540,5602
3463,5377
3392,5151
3326,4942
3268,4735
3218,4543
3178,3607
3147,4280
3125,4160
3115,4081
3114,4034
3122,4006
3140,3994
3165,4040
3198,4093
3237,4166
3281,4280
3328,4401
3377,4550
3426,4703
3473,4840
3517,4935
3557,5141
3591,5246
3617,5357
3635,5450
